Origin Countries,State Code,AFG,ALB,DZA,ASM,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COD,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FRO,FLK,FJI,FIN,FRA,GUF,PYF,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GLP,GUM,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,PRK,KOR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MTQ,MRT,MUS,MYT,MEX,FSM,MDA,MCO,MNG,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NCL,NZL,NIC,NER,NGA,NIU,NFK,MNP,NOR,OMN,PAK,PLW,PAN,PNG,PRY,PER,PHL,POL,PRT,PRI,QAT,ROM,RUS,RWA,SHN,SPM,WSM,SMR,STP,SAU,SEN,SRB,SCG,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,USA,URY,UZB,VUT,VEN,VNM,VIR,VGB,WLF,YEM,ZMB,ZWE
Botswana,BWA,1,0,0,0,0,73,0,0,0,0,0,149,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,104,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,152,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,2,0,2,0,8589,1,0,0,0,0,0,0,21,0,3,0,0,0,0,0,0,896,0,2212,0,2,0,0,0,21,0,1,44,0,0,0,36,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,59090,15,0,13,0,162,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,386,0,0,0,0,0,0,0,0,0,275,391
Brazil,BRA,0,0,0,0,16,0,0,0,35768,0,9,2827,919,0,38,31,0,3,0,1117,0,56,0,0,8570,13,14,0,0,7,0,0,0,4,5760,0,31,10,3,4311,2409,1586,0,178,2,0,218,348,139,2,38,17,830,0,0,820,963,51,187,0,0,0,8,14,1,0,166,13530,7135,4,18,4,0,6861,0,0,1167,1,0,26,1,82,56,0,346,1,50,26,226,5,16,97,0,3,67,27195,0,52178,65,0,21,0,434,58,47,0,0,0,21,59,0,1,7,0,132,0,121,27,5,16,0,0,1,0,7,155,3,0,1481,0,0,38,20,0,0,277,33,48,2,0,4348,17,2,63,106,396,3306,0,0,0,586,17,0,0,638,5,104263,2662,171,132,23211,27,35,0,0,25,0,0,0,0,19,11,10,0,49,0,6,8,3,24,0,1,786,13410,0,14,2539,2,1916,2466,4,165,0,3,899,0,677,0,0,7,4,202,0,0,0,0,0,54,3987,100962,11739,0,1,4437,1,49,0,0,23,0,42
Brunei Darussalam,BRN,524,0,0,0,0,0,0,0,2,0,0,1567,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,2023,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,1,0,0,0,0,0,2,0,0,0,0,0,0,122,0,0,71191,55,0,8,0,3,5,17,7,0,0,0,2,0,3,0,0,0,129,0,0,10,0,0,0,16,0,0,0,5211,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,68,0,0,0,0,0,2,20,0,1593,0,0,4,0,7,137,0,0,0,215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,2,0,0,0,0,6,6,0,0,0,0,515,0,0,0,0,0,1,2291,0,0,0,0,0,0,0,555,0,0,0,0,20,0,0,0,289,0,0
Bulgaria,BGR,8,9,17,0,11,4,0,1,972,0,0,1696,5552,0,0,277,6,1,0,57,0,5,2,0,12,826,31,406,0,0,2,0,2,0,2197,7,0,0,0,64,6,65,0,1,0,0,24,14,334,52,36,1266,244,0,0,308,8,22,2,0,0,0,0,7,0,0,253,3896,2,0,0,0,0,4127,38,0,5953,0,0,10,1,9,6,2,0,0,4,38,4619,3,1029,36,587,250,49,2263,0,68,65,0,0,0,1,7,1900,0,2,0,25124,0,0,558,0,0,67,0,2115,0,3,28,0,0,2,0,3,0,3,0,61,0,0,19,0,0,1,461,12,35,0,8,0,0,0,150,68,16,26,0,0,0,374,564,24,0,24,2,3,61,81,1703,114,2,41950,27821,0,0,0,0,0,0,0,6506,13,0,1295,3,6,14,219,65,0,0,81,299,0,0,0,1,8,8321,2354,0,0,0,348,0,27,0,0,3,17,457367,0,0,0,1,0,6390,1732,9507,9,0,0,1,0,2,0,0,2816,4,26
Burkina Faso,BFA,21,0,0,0,0,0,0,2,26,0,0,9,20,0,0,0,61,0,0,77,0,3464,0,0,0,0,5,12,0,0,0,3,0,9,12,344,0,70,1,1,0,0,0,162,1,0,0,864973,0,12,3,0,2,5,2,2,0,2,0,0,16,0,68,0,0,0,0,4367,0,0,2207,19,0,271,25124,0,20,0,0,249,0,0,840,131,0,0,0,0,4,0,2796,0,0,0,2,379,0,0,0,0,4,0,0,5,0,0,0,0,2,0,9,3,0,0,6,0,5,0,53,26,0,28603,0,0,126,599,0,0,0,0,0,2,0,1,0,13,0,3,0,34,0,9,0,0,0,18093,6176,0,0,0,19,0,242,0,0,0,0,7,0,2,0,0,3,0,0,0,0,0,0,0,0,0,9428,0,0,0,33,13,0,0,0,25,85,47,7,151,0,1,12,33,0,0,0,6,0,0,7318,0,0,2,3,31,0,0,0,4,0,0,9,287,0,0,0,1,0,4,2,0,27,2,211
Burundi,BDI,4,0,0,0,0,0,0,0,0,0,0,38,8,0,0,0,11,0,0,407,0,11,0,0,0,0,2,7,0,0,9,0,0,2300,196,0,0,14,353,18,0,0,23,12785,113,0,0,6,0,0,3,0,25,1418,0,3,0,0,0,16,1114,0,5336,0,0,0,3,1,0,0,41,389,0,171,70,0,8,0,0,0,0,0,2,0,0,0,0,0,4,0,501,0,0,0,0,153,0,2,0,0,1226,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,26,111,5,0,2,0,0,0,0,0,274,1,0,0,0,0,0,0,5,0,1,0,6,0,0,0,1,0,9,329,0,0,0,0,0,43,0,0,0,0,1,0,2,0,0,0,0,0,28865,0,0,0,0,3,0,1,0,0,0,9,2,0,0,0,1709,83,15,0,42892,0,1,4,13,0,0,0,75731,0,0,0,0,0,0,1,0,0,0,0,46808,0,0,3,256,0,0,0,0,0,0,0,0,0,2,206
Cambodia,KHM,14,0,0,1,13,0,0,0,46,0,0,17129,796,0,0,0,37,0,0,676,0,0,0,0,0,6,0,19,0,5,0,0,0,0,14331,0,0,0,2,2,63,0,0,23,0,1,0,1,0,1,1,1,55,0,0,102,0,0,0,0,0,0,1,0,0,25,58,58843,0,26,0,0,0,1217,11,0,673,0,0,2,20,0,0,0,0,0,0,3,5,5,1963,994,0,0,39,4541,0,1334,0,0,62,0,11,1,0,0,1423,0,0,0,0,1,10,0,64,15,63,1,0,106,0,0,0,0,1,0,0,0,2,2,0,19,0,0,0,0,343,0,8,2,0,3,172,903,0,1,4,0,0,25,108,0,49,6,0,0,0,1,254,14,0,5,0,0,0,2,0,0,0,0,0,0,0,0,4,0,2,40,0,0,10,0,0,377,0,12,0,0,900,331,0,15,0,10,10882,0,2,0,12,0,0,0,0,0,0,2,0,0,35,127916,0,0,5,5,6,0,0,0,0,0,0
Cameroon,CMR,0,0,0,0,6,0,0,0,0,0,0,21,121,0,0,0,2,0,0,475,0,1278,0,0,0,3,2,22,0,0,83,73,0,0,236,3,0,5001,30999,18,0,0,2,2217,3073,0,3,685,1,2,15,1,34,117,0,3,0,2,0,1130,324,0,925,0,0,0,6,26165,32,0,15430,67,0,899,654,0,126,0,0,29,0,0,58,0,0,0,0,0,26,0,108,0,0,0,10,2345,48,10,0,0,101,0,0,0,0,0,0,0,0,0,0,3,0,0,34,0,29,9,54,1,0,20,0,0,32,376,0,23,7,0,0,10,0,0,0,5,0,1,0,1,0,4,0,2,0,1344,9981,0,0,0,123,0,9,0,1,0,0,3,0,6,0,0,0,0,0,7,0,0,0,0,0,0,10,0,2,0,12,0,0,0,0,496,86,265,0,3535,0,1,67,200,0,0,0,147,0,0,59,0,0,0,3,0,0,0,0,83,0,0,50,4170,0,0,0,2,0,0,0,0,0,10,214
Canada,CAN,57,2,1,3,11,3,6,225,798,0,21,21852,1314,0,766,32,68,698,0,1611,0,59,1878,19,1499,836,108,964,0,26,14,1,23,138,0,49,574,45,20,1046,362,688,10,729,8,3,510,372,481,41,409,185,2417,6,69,3177,802,113,288,1,9,0,32,7,7,142,987,17016,213,98,94,15,0,7306,11,0,11628,13,16,184,14,179,141,0,123,594,74,2369,612,151,7668,121,3,0,2787,9649,1059,4600,156,0,748,0,65,174,119,0,1,0,25,180,72,258,9,0,267,66,346,165,13,555,3,5,115,0,119,50,87,1,3230,0,0,78,29,55,1,276,42,144,19,37,6716,29,55,7025,142,423,3485,1,0,1,2155,45,269,0,157,321,1330,601,733,981,3824,17,41,2,0,88,4,197,14,0,3,29,4,0,1235,15,36,279,32,273,0,14,1574,2614,2,175,9,6,1797,1617,11,28,0,103,582,0,723,0,10,184,18,48,0,164,0,171,0,138,64048,914902,45,0,17,984,5,280,104,0,59,293,375
Cape Verde,CPV,1,0,0,0,10,4305,0,0,51,0,0,6,209,0,0,0,4,0,0,820,0,66,0,0,0,8,15,22,0,0,28,9,0,27,64,0,0,8,4,5,0,0,0,440,4,0,0,540,0,0,5,0,7,15,0,3,0,0,0,0,25,0,184,0,0,0,3,65,0,0,197,50,0,458,0,0,217,0,0,0,0,0,23,197,0,0,0,0,14,2,172,0,0,0,25,6439,0,2,0,0,12,0,0,0,0,0,0,0,0,2,0,37,0,0,87,0,75,2,180,2,0,7,0,0,0,4,2,3,19,0,0,25,0,0,0,4035,0,10,0,2,8459,0,0,0,0,47,1695,0,0,0,166,6,15,0,0,0,0,0,14,0,29889,0,0,0,0,1,0,0,0,0,3792,0,3,0,5,0,6,0,0,0,0,39,288,676,0,438,0,4,171,357,0,0,0,18,6,0,46,0,0,0,0,2,0,0,0,10,0,33,129,18313,0,0,0,2,0,0,0,0,2,6,715
Cayman Islands,CYM,0,0,0,0,0,0,2,0,0,0,1,2,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,17,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,1979,0,0,0,0,0,6,0,0,0,0,0
Central African Republic,CAF,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,53,0,0,0,0,0,0,0,6,0,0,17,49,0,1010,46,0,0,0,8068,8,0,0,1,2418,9420,0,1,0,0,0,5,0,1,78,0,5,0,1,0,3,73,0,1008,0,0,0,0,7214,0,0,712,74,0,95,131,0,14,0,0,3,0,0,0,0,0,0,0,0,5,0,40,0,0,0,2,264,0,1,0,0,67,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,7,9,3,0,0,4,0,0,1,0,0,15,10,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,0,0,0,3,0,3,0,4,0,0,0,0,0,133,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,111,4,64,0,2360,0,0,16,23,0,0,0,98,0,0,0,0,0,0,1,0,0,0,0,56,0,0,12,377,0,0,0,0,0,0,0,0,0,0,10
Chad,TCD,0,0,1,0,0,0,0,0,0,0,0,11,8,0,0,2,3,0,0,32,0,592,0,0,4,0,0,11,0,0,38,210,0,77678,69,1,0,29098,0,4,0,0,20,8885,2874,0,0,317,0,0,11,0,1,338,0,3,0,354,0,11,742,0,3721,0,0,0,1,4178,0,0,1420,271,0,145,300,0,9,0,0,1,0,0,27,0,0,0,0,0,20,0,127,4,12,0,2,160,0,0,3,0,291,0,0,0,457,0,0,0,23,0,0,12,0,0,6,0,5,35,0,2,0,9,0,0,0,52,0,65,0,0,0,2,0,0,1,2,1,0,0,2,0,0,0,0,0,1177,10811,0,0,0,7,94,11,0,0,0,0,2,1,0,0,0,39,0,0,30,0,0,0,0,2,7681,5,0,0,0,5,0,0,0,0,1138,0,44,0,10215,0,0,11,14,84,0,0,424,39,0,27,0,0,0,0,0,0,0,0,41,0,789,8,209,0,0,0,1,0,0,0,0,0,0,2
Chile,CHL,0,0,0,2,10,0,0,1,226327,0,34,24575,423,0,10,6,0,9,0,1345,0,5,0,0,4312,9,2,22095,0,4,0,0,0,4,20523,0,0,0,3,0,12,1821,0,11,0,2,939,33,137,72,17,8,1161,0,0,1639,5276,13,218,0,0,0,0,0,48,1,164,12287,69,118,1,0,0,5421,0,0,628,0,2,5,8,213,3,0,27,4,114,2,68,3,18,3,0,0,47,8857,0,260,8,0,23,0,2,3,8,0,0,0,3,9,0,0,4,0,91,0,84,2,0,18,0,0,0,0,4,27,0,0,2443,0,0,27,0,1,0,12,1,8,11,0,2678,65,12,485,111,37,310,0,0,0,5575,3,0,0,1037,12,2303,4933,12,15,228,937,5,0,0,2,0,0,6,760,0,2,8,0,34,0,5,9,1,11,0,0,24,6058,0,16,33,0,24677,1509,0,0,0,3,29,0,63,0,6,25,0,27,0,1,0,0,0,10,2765,66317,1370,0,10,21947,0,6,0,0,3,0,0
China,CHN,130,20,1,37,24,19,5,59,2502,0,250,75698,5485,0,72,166,102,57,0,2429,0,21,2,457,444,17,846,8475,1600,257,30,3,825,0,137439,0,3,56,69,776,0,841,5,8740,251,10,79,134,79,1657,175,131,1335,11,15,2096,136,21,114,13,21,0,382,0,0,198,395,18903,1489,333,48,181,0,8527,344,0,279,8,14,128,1164,230,39,1,186,28,270,1994591,11932,15,17647,419396,13,5,114,30469,2,134823,125,0,939,0,23538,8254,690,0,4199,0,48,112,28,100,0,0,180,168243,177,4167,20,147224,6,337,59,9,93,153,833,2,1179,920,0,52,1999,1,1,619,67087,177,478,62,11785,668,80,5367,43,160,552,1,2,2747,1889,6,1197,46,827,187,1828,4019,77055,415,438,358,80,1,0,252,0,0,62,0,1,142,45,0,11,85,267,261396,23,0,160,33,1177,1090,458,240,1662,31,3480,1505,51,3136,0,208,137066,236,260,0,88,165,14,24,0,9,21,326,0,113,24817,574049,155,0,38,6433,2870,162,2,2,184,256,155
Colombia,COL,0,0,0,0,18,0,6,11,3026,0,1840,2035,511,0,30,5,0,69,0,647,0,0,0,0,666,14,3,2208,0,3,1,0,1,11,6534,0,99,0,8,1547,19,0,0,18,0,0,2755,4,4,104,14,6,875,0,1,4160,40042,23,259,0,0,0,0,14,0,0,140,8163,151,3,2,0,0,2506,0,0,363,3,17,38,0,472,0,0,58,34,1053,5,146,5,44,7,0,0,76,10234,0,406,10,0,58,0,3,7,7,0,0,0,3,11,0,0,7,0,150,0,138,3,0,45,0,0,0,0,36,0,0,0,4754,0,0,44,0,11,0,14,2,9,1,0,5583,556,1,51,229,5,41,0,0,0,1642,3,1,0,15791,1,1397,2495,178,36,95,874,5,0,0,2,0,0,0,0,0,2,21,0,55,0,13,22,1,8,0,1,18,9834,0,39,5,0,4139,2773,0,1,0,8,61,0,8,0,0,199,2,28,0,11,0,0,0,8,4496,323838,2929,0,1,553872,0,47,5,0,3,0,0
Comoros,COM,0,0,1,0,1,0,0,0,0,0,0,14,21,0,0,0,1,0,0,84,0,3,0,0,0,1,0,5,0,0,0,59,0,152,12,0,1,38,23,4,0,0,0,2748,24,0,0,1,0,0,0,0,20,95,0,0,0,330,0,3,105,0,1151,0,0,0,1,11600,36,0,9,84,0,31,7,0,22,0,0,7,0,0,0,0,0,0,0,0,6,0,49,1,0,0,3,413,0,0,8,0,81,0,0,0,1,0,0,0,0,0,0,11,0,0,14,0,12,8162,31,0,0,0,0,0,4,4,0,10691,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,83,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,1,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,161,23,91,0,2853,0,0,23,35,0,0,0,118,12,0,0,0,0,0,0,0,0,0,0,67,0,2,17,41,0,0,0,0,0,0,0,0,0,0,57
Congo,COD,5,0,0,0,10,1826,0,0,60,0,0,247,220,0,0,0,14,0,0,11757,0,3,0,0,4,6,140,69,0,3,1,16298,0,18270,1182,0,0,15098,368,13,4,5,24,0,74665,0,0,2,10,0,141,12,78,1466,0,5,0,2,0,21,1026,0,5878,0,0,0,9,25860,3,0,2765,433,0,1130,8,0,527,0,0,1,0,0,0,0,0,0,0,0,24,1,663,12,0,0,18,4249,0,81,10,0,1275,0,0,1,0,0,0,0,0,22,0,2,0,0,63,0,55,65,2703,6,0,0,0,0,1,34,15,284,10,0,0,18,0,0,0,381,4,93,0,8,1292,0,0,10,16,3,86,0,0,0,0,0,57,0,4,0,1,103,6,22,1560,0,1,0,0,10216,0,0,0,0,4,0,0,0,4,1,0,3,2,0,0,1573,2223,380,0,44439,0,67,126,357,0,0,0,9137,111,0,0,0,0,0,2,0,0,0,0,62412,0,1,94,4636,0,0,0,8,0,0,0,0,0,18347,185
Democratic Republic of the Congo,COG,0,0,0,0,3,503,0,0,33,0,0,41,55,0,0,0,2,0,0,214,0,42,0,0,0,3,76,23,0,10,230,42,0,849,167,0,0,1042,715,2,0,0,1,3530,0,0,2,23,11,0,156,13,34,68,0,0,0,1,0,4,62,0,1473,0,0,0,11,20657,0,0,4787,107,0,173,1817,0,29,0,0,9,0,0,8,0,0,0,0,0,45,0,98,0,0,0,9,1057,0,2,0,0,59,0,0,0,0,0,0,0,0,12,0,2,0,0,32,0,28,14,1315,0,0,55,0,0,4,0,8,13,0,0,0,9,0,0,0,209,0,51,0,1,0,0,1,4,6,175,1249,0,0,0,166,0,9,0,2,0,0,0,0,31,304,0,0,0,0,12,0,0,0,0,6,0,28,0,2,3,32,0,2,0,0,96,2940,252,0,2056,0,32,64,91,0,0,0,86,0,0,2,0,0,0,2,1,0,0,0,48,0,0,48,522,0,0,0,3,0,0,0,0,0,117,5239
Cook Islands,COK,2,0,0,65,0,0,0,0,1,0,0,2218,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,279,0,0,0,193,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1,0,0,262,0,0,0,0,0,5,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,17,17009,0,0,0,6,0,23,3,0,6,17,1,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,123,0,0,0,0,0,2,0,0,0,0,35,0,0,20,0,0,0,0,0,7,0,0
Costa Rica,CRI,0,0,0,0,0,0,0,4,462,0,2,228,6,0,11,0,0,6,0,9,0,0,1,0,78,1,0,385,0,0,0,0,0,5,761,0,120,0,0,426,3,446,0,0,0,0,0,0,7,5,3,1,46,0,0,1343,15,0,892,0,0,0,0,0,0,0,10,29,0,0,0,0,0,360,0,0,25,0,1,3,0,731,0,0,5,3,539,0,19,0,3,24,0,0,3,14,55,63,0,0,28,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,6,0,0,3,0,0,0,0,4,0,0,0,1832,0,0,2,0,2,0,0,8,0,0,0,0,3,0,33,4570,0,0,0,0,0,132,1,0,0,4610,0,28,226,33,13,0,494,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,686,0,5,0,0,24,35,0,0,0,2,226,0,0,0,0,16,0,2,0,0,0,0,0,3,525,51520,17,0,0,1657,0,24,0,0,0,0,0
Cote d'Ivoire,CIV,5,0,0,0,6,0,0,0,1,0,0,23,118,0,0,0,14,0,0,369,0,149,0,0,3,3,2,22,0,1,184497,3,0,9,184,5,0,102,1,12,0,0,0,84,0,0,0,0,0,0,12,1,77,5,0,3,0,3,0,0,9,0,35,0,0,0,13,32769,0,0,1063,10,0,351,3892,0,122,0,0,1,0,0,546,28,0,0,0,0,5,0,649,0,0,0,11,2273,0,17,2,0,4,0,0,1,0,0,0,0,0,0,2509,4,0,0,37,0,32,0,29,6,0,54331,0,0,0,188,0,0,122,0,0,11,0,0,0,4,0,1,0,8,0,0,0,2,0,824,1757,0,0,0,72,0,56,0,0,0,0,36,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2005,0,2,5,70,3,0,0,0,14,46,291,0,151,0,0,74,193,0,0,0,6,0,0,103,0,0,0,4,0,0,0,0,55,0,0,55,1728,0,0,0,2,0,0,0,0,0,0,114
Croatia,HRV,3,11,6,4,63,11,0,0,4838,0,0,44691,57709,0,0,0,3,0,0,1259,0,5,8,0,10,17,71,2058,0,17,1,0,0,13,27113,8,0,0,1,380,2,42,0,2,0,5,16,15,0,0,63,2202,229,0,0,0,61,0,2,0,0,0,0,1,0,4,26,5476,16,0,0,0,0,115671,17,0,187,0,0,0,23,11,7,0,1,0,5,17,1375,8,469,0,0,0,44,11050,0,15,12,0,2,0,0,3,2,0,0,0,16,0,0,2,85,0,61,0,3863,0,8,13,0,0,2,0,0,0,4,0,48,0,0,20,0,0,0,43,0,52,2,4,44,0,13,1116,4,18,29,0,1,2,7,0,11,0,55,0,22,198,0,1777,14,0,27,1229,0,0,0,0,2,82,0,3,6,0,24,6,3,6,381,49399,3,0,857,59,0,6,0,4,1934,18244,1,0,0,4,2,0,30,0,16,0,6,276,0,0,0,4,156,3,1108,28436,335,0,2,505,0,0,0,0,2,11,95
Cuba,CUB,0,0,0,0,6,0,62,13,1431,0,65,349,163,0,54,2,0,70,0,240,0,4,24,0,81,18,9,439,0,67,4,0,0,5,1718,0,317,8,0,516,2,628,0,193,147,0,2838,26,0,0,48,26,37,0,16,6038,77,0,57,0,0,0,8,0,0,1,32,453,18,0,14,4,0,270,3,0,658,8,46,131,0,419,26,7,28,3974,260,4,335,3,37,6,0,0,31,1131,1617,32,13,0,29,0,0,6,7,0,0,0,2,39,78,16,3,0,100,0,92,5,0,4,0,1,2,0,71,3,2,0,2752,0,0,29,0,1,0,497,2,31,0,0,0,465,0,33,687,29,241,0,0,0,45,3,2,0,3372,0,153,432,10,117,57,19850,3,0,0,16,0,0,0,0,14,2,0,0,17,17,0,2,5,44,0,1,0,23596,0,7,1,0,49,886,0,0,0,4,52,0,50,0,0,183,1,1,0,29,0,43,0,8,12119,799972,88,0,0,10561,0,232,14,0,2,5,1
Cyprus,CYP,3,0,7,2,6,21,0,0,103,0,0,21503,200,0,3,6,2,0,0,30,0,0,1,0,6,63,28,3,2,83,0,0,52,7,5315,0,2,0,0,8,1,2,0,5,0,2,1,2,2,0,0,6,120,0,0,5,0,0,0,0,0,0,0,0,1,2,46,30,0,1,0,0,0,1295,14,0,36098,0,0,0,11,1,0,0,0,0,0,14,65,12,381,0,14,5,16,14,22,6,8,0,0,0,0,2,56,0,0,0,501,0,0,3,0,0,243,0,233,0,16,688,0,0,0,0,0,0,5,0,23,0,0,71,0,0,0,50,0,62,0,3,0,0,6,325,0,2,3,0,0,1,71,13,9,0,6,0,0,8,0,30,0,0,836,0,0,0,0,0,0,0,0,151,5,0,87,0,2,346,1,0,1,0,2604,2,0,15,0,7,14,199,55,0,0,7,0,0,3,0,8,0,7,9088,0,0,0,68,0,148,114020,10765,0,0,1,0,3,0,0,0,55,22,141
Czech Republic,CZE,20,1,18,1,11,8,0,1,3665,0,0,12017,8521,0,5,825,16,0,0,308,0,0,21,0,66,998,3,1525,0,188,6,0,4,73,29577,1,4,0,7,0,9,77,1,5,0,1,40,3,821,71,64,0,634,1,0,12,46,78,2,0,1,0,0,0,0,0,219,10545,12,0,0,0,0,374732,99,1,234,1,0,9,6,9,1,4,1,0,4,101,550,92,2711,2,6,8,108,1250,0,41,12,0,13,0,2,18,108,0,0,0,87,0,0,500,4,0,1851,2,2406,0,6,74,0,2,0,0,3,0,0,0,305,0,0,539,0,0,2,10,0,13,0,21,3391,0,4,551,9,3,5,0,0,0,833,3,63,0,20,2,16,109,24,10497,76,1,144,968,0,0,0,0,0,0,0,63,34,0,1769,2,16,37,386,395,0,2,1012,410,0,36,0,3,4355,9693,23,0,0,21,21,0,5,0,4,3,18,601,0,0,0,25,9122,28,7026,93336,53,0,0,7,0,2,0,0,85,9,93
Denmark,DNK,10,0,6,1,27,8,0,2,539,0,0,8807,658,0,8,2,7,1,0,2631,0,6,10,19,16,274,98,521,0,6,3,1,0,128,27658,3,9,2,12,170,28,83,2,78,0,1,31,83,45,2,1,43,0,5,0,62,8,0,2,0,4,0,3,0,3,0,604,5047,2,10,0,2,0,12403,9,9,1473,8019,0,10,6,19,5,0,0,0,5,42,127,2135,1347,49,4,0,372,5264,0,488,32,0,13,0,5,62,124,0,3,0,10,0,5,2,14,0,1187,1,485,4,6,14,0,0,0,0,3,2,4,1,224,0,0,66,0,0,0,44,17,54,0,9,2253,0,6,1487,43,100,175,0,0,0,21449,4,28,0,5,0,3,64,216,453,152,2,17,58,0,4,1,0,0,0,0,41,3,0,731,10,0,7,7,14,0,5,797,4699,38,173,0,3,45345,2578,15,0,0,106,226,0,162,0,4,4,6,54,0,0,0,176,0,40,14422,41699,9,0,0,4,0,82,0,0,8,9,174
Djibouti,DJI,0,0,0,0,0,0,0,0,0,0,0,56,5,0,0,0,0,0,0,21,0,0,0,0,0,0,0,4,0,0,0,0,0,2,46,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,3,0,15,0,0,0,0,176,0,0,2,0,1439,0,0,0,0,2,36,0,0,0,0,67,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,106,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,6,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,17,0,25,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,14,0,0,0,0,0,0,0,0,0,0,0
