Origin Countries,State Code,AFG,ALB,DZA,ASM,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COD,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FRO,FLK,FJI,FIN,FRA,GUF,PYF,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GLP,GUM,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,PRK,KOR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MTQ,MRT,MUS,MYT,MEX,FSM,MDA,MCO,MNG,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NCL,NZL,NIC,NER,NGA,NIU,NFK,MNP,NOR,OMN,PAK,PLW,PAN,PNG,PRY,PER,PHL,POL,PRT,PRI,QAT,ROM,RUS,RWA,SHN,SPM,WSM,SMR,STP,SAU,SEN,SRB,SCG,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,USA,URY,UZB,VUT,VEN,VNM,VIR,VGB,WLF,YEM,ZMB,ZWE
Guinea,GIN,4,0,0,0,2,158,0,0,1,0,0,10,47,0,0,0,13,0,0,183,0,1636,0,0,3,3,1,8,0,3,18566,10,0,29,236,53,1,40,4,0,1,4,0,2808,25,0,0,124852,1,0,15,1,23,16,0,3,0,3,0,4,166,0,1171,0,0,0,6,10521,0,0,1572,23194,0,380,364,0,48,0,0,3,0,0,0,3692,0,0,0,0,26,0,597,0,0,0,9,901,0,26,1,0,13,0,0,1,0,0,0,0,0,0,42062,4,0,0,32,0,28,12,9,6,0,21443,0,0,1,2952,0,3,10,0,0,9,0,0,0,3,0,0,0,7,0,0,0,1,7,1154,2887,0,0,0,30,0,52,0,3,0,0,4,0,8,2416,0,0,0,0,9,0,0,0,0,0,0,75267,0,2,144,70279,3,0,0,0,255,14,251,1,474,0,0,64,77,0,0,0,20,0,0,1128,0,0,0,4,0,0,0,0,11,0,0,48,881,0,0,0,0,0,0,0,0,0,0,34
Guinea-Bissau,GNB,0,0,0,0,3,0,0,0,0,0,0,4,55,0,0,0,0,0,0,215,0,15,0,0,0,0,1,5,0,0,502,9,0,26,58,635,0,24,3,3,0,0,0,2182,19,0,0,126,0,0,3,0,10,14,0,0,0,0,0,3,57,0,911,0,0,0,0,7,0,0,981,7120,0,88,10,0,57,0,0,2,0,0,782,0,0,0,0,0,7,0,33,0,0,0,3,1059,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,8,10,0,0,0,120,0,0,1,1146,0,3,0,0,0,3,0,0,0,287,0,0,0,0,0,0,0,0,0,11,1912,0,0,0,9,0,3,0,1,0,0,5,0,0,6336,0,0,0,0,7,0,0,0,0,24,0,42692,0,0,0,23,0,0,0,0,88,1,75,0,424,0,0,19,95,0,0,0,18,0,0,11,0,0,0,1,0,0,0,0,10,0,0,14,54,0,0,0,0,0,0,0,0,0,0,3
Guyana,GUY,0,0,0,0,0,0,122,1724,3,0,111,412,2,0,441,0,0,2672,0,3,0,7,0,0,3,4,0,1085,0,0,4,0,0,2,58588,0,83,0,2,7,0,11,0,4,0,0,13,42,0,103,1,0,83,0,74,431,22,1,0,0,0,0,0,0,1,0,13,0,362,43,0,0,0,107,3,0,0,2,324,349,0,11,4,0,0,84,3,0,25,2,8,0,0,0,23,4,551,11,0,0,11,0,0,1,0,0,0,0,0,1,2,0,0,0,45,0,41,0,0,8,0,2,0,0,16,1,0,0,9,0,0,13,0,348,0,1,0,0,0,0,1923,1083,0,204,0,48,398,0,0,0,68,0,0,0,44,0,12,10,0,8,0,1711,0,0,0,0,0,0,0,0,0,0,4,0,16,2,2,4,0,0,0,0,2,2930,0,7,3877,0,171,10,0,0,0,1,0,0,82,0,0,5124,0,3,0,27,0,0,0,0,22091,129959,25,0,0,4587,0,220,728,0,0,0,0
Haiti,HTI,0,0,0,0,3,0,205,12,76,0,325,56,87,0,11428,0,0,231,0,246,0,0,8,0,5,4,0,252,0,0,2,0,0,22,36837,0,9,2,2,36,0,67,2,23,0,0,30,0,0,4684,1,0,54,0,49,186181,8,0,8,0,0,0,1,0,0,0,2,14676,2240,0,3,0,0,278,1,0,353,3,148,3266,0,13,0,0,3,0,12,1,9,0,13,0,0,0,6,607,6,1,3,0,119,0,0,2,0,0,0,0,0,0,0,0,1,0,20,0,18,0,0,1,0,0,0,0,251,2,0,0,432,0,0,6,0,15,0,0,0,0,0,0,0,3626,0,3,19,0,5,0,0,0,6,0,0,0,130,0,0,16,0,0,0,454,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,20,334,0,10,479,0,0,0,9,3,0,1,0,0,605,0,0,0,2460,0,2,0,0,2408,240037,10,0,0,1877,0,350,33,0,56,0,0
Honduras,HND,0,0,0,0,0,0,1,10,141,0,5,121,12,0,7,0,0,15,0,18,0,0,3,0,168,2,0,278,0,0,0,0,0,12,997,0,1014,0,0,214,3,179,0,0,0,0,1643,0,1,13,0,0,37,0,1,399,5,0,8901,0,0,0,0,0,0,0,6,46,0,0,0,0,0,315,0,0,49,1,4,8,0,4597,0,1,2,7,0,0,10,0,7,1,0,0,5,26,150,65,2,0,67,0,0,1,1,0,0,0,0,0,15,0,0,0,10,0,9,0,0,7,0,0,0,0,10,0,0,0,2030,0,0,3,0,4,0,0,0,0,0,0,0,7,0,14,9158,0,0,0,0,0,58,0,0,0,705,0,22,117,4,2,0,444,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1668,0,11,2,0,39,69,0,0,0,5,14,0,0,0,0,43,0,0,0,2,0,0,0,1,805,119088,6,0,0,436,0,65,2,0,0,0,0
Hong Kong,HKG,41,0,0,4,0,1,0,1,10,0,6,55895,3,0,48,1,103,2,0,2,0,0,0,0,0,19,12,187,396,0,1,0,63,0,89251,0,1,0,0,29,692,35,0,23,0,4,948,1,0,10,0,0,536,0,0,115,2,7,14,0,0,0,1,0,1,84,3,413,0,143,0,0,0,76,30,29,2,2,0,17,67,16,0,0,0,0,44,0,26,16,5499,6,0,0,127,15,0,0,0,0,0,0,125,14,6,0,0,0,0,15,0,33,0,0,203,11457,200,1,1,2986,2,0,0,0,8,0,219,0,81,7,0,59,0,0,0,19,2,5,32,5,9921,23,19,2037,21,1,5,0,1,81,738,0,137,20,65,85,3,0,222,2,38,43,0,0,0,2,0,0,2,0,0,1,2,0,12,0,5,2595,0,0,32,0,1,1214,0,0,0,2,2902,5,0,0,0,0,58,0,2,0,39,6,5,0,0,0,0,0,0,0,75601,159451,2,0,16,45,18,5,0,0,7,10,31
Hungary,HUN,9,531,6,3,16,10,0,0,3297,0,0,26295,16357,0,13,0,7,0,0,810,0,5,31,0,42,2172,13,5247,0,79,3,0,2,0,70690,7,1,0,0,496,10,114,0,20,0,4,42,14,1696,0,32,1124,1315,0,0,45,70,38,3,0,0,0,0,0,0,3,524,12107,19,0,0,0,0,61085,46,0,729,2,0,3,18,21,6,2,2,0,6,47,0,16,1254,4,1,17,39,1126,0,146,22,0,0,0,2,8,5,0,0,0,76,0,0,183,16,0,316,0,964,0,7,34,0,1,107,0,0,0,1,0,254,0,0,92,0,0,0,11,1,14,2,10,4830,0,10,1240,17,16,26,0,0,2,1374,1,29,0,83,28,25,126,5,2259,76,0,126,10654,0,0,0,0,1,0,0,16,16,0,5019,5,7,17,194,384,3,0,1257,605,0,0,0,4,13638,5125,6,0,0,0,40,0,27,0,13,0,6,1311,0,0,0,1,0,16,12689,117943,80,0,2,11,0,0,0,0,179,11,84
Iceland,ISL,0,0,0,0,3,1,0,0,18,0,0,331,81,0,3,0,0,0,0,18,0,0,0,0,2,6,13,2,0,1,0,0,0,2,877,0,0,0,0,23,0,3,0,9,0,0,1,0,0,0,0,2,3241,0,0,13,0,0,0,0,0,0,0,837,1,0,74,3,0,0,0,0,0,850,2,0,11,0,0,0,0,0,0,0,0,0,0,2,12,0,44,2,0,0,5,398,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,24,0,8,1,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0,0,0,2,0,0,0,0,0,47,0,0,1,0,0,0,2251,0,1,0,7,0,0,21,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,120,0,4,0,0,4929,97,0,0,0,2,18,0,1,0,0,0,0,0,0,0,0,15,0,0,0,9250,0,0,0,0,0,0,0,0,0,0,0
India,IND,3352,3,3,7,17,126,3,33,220,0,111,59297,4718,0,168,30533,854364,462,0,2700,0,68,1,22544,91,110,1903,693,2619,112,144,48,52,1,149951,0,61,13,1276,273,349,73,90,29548,902,8,22,424,30,190,66,50,2841,197,10,316,9,45,25,44,124,0,1291,7,0,3891,522,23455,2,21,181,614,0,21616,2198,3,4250,7,9,181,120,4,52,8,95,18,78,3096,395,92,0,7190,1979,484,3522,8198,661,3220,593,0,8133,0,63,3,106856,0,36,0,20213,382,1360,213,1,0,1142,375,1129,6502,127,32931,154,53,8,7,42,11,1240,38,112,13,0,333,28,20,2,2353,44087,365,59,407123,8010,429,68,7131,10,508,1753,0,2,145,4485,211955,3130431,35,1509,355,23,177,4400,195,6450,798,33750,0,0,562,3,0,3,0,5,931457,254,0,68,587,385,43696,9,0,58,191,8897,3888,447083,4465,113,203,8171,1462,7938,32,0,3796,4434,75,826,0,132,766,30,1251,0,6,0,1192,0,437179,429885,494290,11,0,29,379,374,350,17,1,9488,5320,2773
Indonesia,IDN,13,0,4,3,9,4,0,0,47,0,4,31705,285,0,8,5116,8,1,0,697,0,1,0,0,9,33,4,139,3340,3,2,0,58,0,7350,0,2,0,8,51,305,32,0,9,0,3,8,8,3,7,7,5,463,2,0,21,1,65,0,0,2,0,0,0,0,60,39,3578,0,12,0,0,0,6945,53,0,162,0,0,11,48,1,2,0,0,0,2,27,21,28,1735,0,395,0,214,4088,0,3797,121,0,305,0,55,9,21256,0,57,0,1075,5,1,312,9,0,340,135,335,8,4,407154,0,0,0,10,6,0,3,0,61,5,0,99,13,0,4,7,4121,2,20,0,185323,17,817,2156,4,9,31,0,0,59,433,177,98,14,3,418,2,79,6546,28,76,29,1795,0,0,0,0,0,1,0,0,264929,3,0,20,0,9,37770,0,0,26,3,575,727,2,59,2030,6,1255,318,1585,2134,0,48,1007,8046,15,0,28,4,44,3,0,0,0,11,0,3495,178,52665,1,0,12,33,1549,3,0,0,22,31,108
"Iran, Islamic Rep.",IRN,22,2,0,0,31,0,0,1,303,0,0,12461,8817,0,7,7196,24,0,0,1840,0,1,0,0,15,19,3,458,0,103,0,0,3,70,16084,0,5,13,7,82,41,50,0,16,0,1,51,7,28,1,62,46,8713,1,0,60,3,17,11,0,2,0,0,7,1,19,516,18844,0,3,0,0,0,66008,1,0,2117,2,0,2,15,2,12,0,0,0,5,166,302,16,2964,37,0,13305,130,18084,0,644,79,0,93,0,7,10,12408,0,0,0,1787,4,0,83,25,0,203,21,201,0,0,342,1,0,6,0,0,0,3,0,51,2,0,59,0,0,0,5,13,1,6,0,6280,3,4,270,20,8,27,0,0,19,5269,104,285,5,17,3,5,22,250,90,228,5,2984,0,0,0,0,0,0,507,0,2592,0,0,12,0,0,128,8,0,7,2,0,1238,8,26,0,0,37842,1131,938,3,0,23,341,0,13,0,9,0,12,10341,7637,0,0,50,0,44762,33236,229109,4,24779,4,201,2,0,0,0,32798,4,13
Iraq,IRQ,9,2,74,0,14,0,0,0,81,0,0,5027,700,0,0,7719,4,0,0,724,0,2,0,0,2,10,0,69,0,153,0,0,1,37,5298,0,0,7,23,21,10,7,0,343,10,1,7,12,28,0,63,47,2627,4,0,5,0,17599,0,0,3,0,15,0,0,20,191,2913,0,3,1,7,0,4514,0,0,5260,0,0,0,16,0,1,0,0,0,0,88,251,8,1155,2,75759,0,65,4855,0,83,16876,0,327,0,2,5,168625,0,0,0,14227,0,0,3808,8,0,103,11,102,3,0,190,0,0,6,0,0,83,0,0,20,2,0,30,0,0,70,0,0,0,6,0,1488,0,4,341,4,14,49,0,0,19,748,1802,50,5,1,3,0,12,21,250,133,0,23754,0,0,8,0,0,0,0,0,37597,0,0,6,0,0,68,8,0,8,5,0,624,0,125,0,0,9331,1066,3930,0,0,72,17,0,23,0,9,0,2,26984,0,0,0,27,0,25511,5132,47753,0,0,4,16,0,0,0,0,45914,0,3
Ireland,IRL,335,0,3,3,6,44,0,2,143,0,0,50279,286,0,58,0,238,1,0,2377,0,13,37,0,16,386,179,108,0,4,3,0,3,0,29871,7,109,0,0,91,34,33,0,21,0,4,15,159,4,3,0,107,971,0,0,47,3,0,13,0,0,0,0,7,4,3,123,4140,0,0,0,0,0,7297,10,56,830,3,0,14,17,5,10,0,0,0,2,96,105,73,45158,8,0,0,0,3943,0,596,48,0,0,0,6,17,53,0,0,0,6,2,0,1,0,0,387,2,1447,1,32,35,15,0,0,0,4,4,14,0,163,0,0,442,0,0,0,147,3,181,1,310,3882,0,10,5298,12,191,332,0,0,2,452,0,946,0,13,91,0,129,40,86,76,2,10,4700,0,0,1,0,1,127,0,9,4,0,524,45,0,18,19,0,3,0,4779,1974,5,0,0,15,86,1141,3,0,0,0,79,0,310,0,12,4,3,9,0,1,2,4,0,8,599823,186124,3,0,2,0,0,3,1,0,1,47,563
Italy,ITA,3,54,2899,30,571,97,2,51,363907,0,3,246309,13502,0,82,5,2,19,0,241481,0,16,126,6,715,2451,156,69613,0,116,69,9,9,356,423097,238,40,154,32,4427,54,2787,5,2923,27,33,888,203,2100,152,16,568,2391,38,1,6250,1245,0,220,4,35,0,128,0,0,25,526,520281,154,149,35,61,0,506864,292,77,10660,12,5,332,155,313,50,13,84,9,124,67,1356,101,449,68,11,2,1337,0,0,992,334,0,3506,0,10,76,275,0,4,0,143,9,188,1018,1071,0,11734,2,2511,349,72,72,0,26,230,0,128,54,92,7,3068,5,0,579,0,6,2091,624,23,691,13,3,14286,13,191,1504,144,243,417,1,8,16,1105,11,9,3,590,1,657,2918,248,2886,1046,494,239,533,0,77,0,4,10,0,1,127,106,0,1374,70,24,36,98,4636,23,54,9549,11343,41,967,98,34,6231,414031,46,2,0,740,337,0,396,0,109,54,1623,1935,0,3,3,521,0,123,92402,667394,14157,0,16,65763,1,35,7,5,18,104,1417
Jamaica,JAM,0,0,0,0,0,0,149,408,27,0,164,640,4,0,2929,0,0,650,0,6,0,2,949,0,0,73,0,24,0,0,1,0,0,0,101004,0,5051,0,0,14,3,29,0,13,0,0,224,14,0,1312,0,0,112,0,61,664,2,0,10,0,0,0,0,0,1,3,60,1849,5,0,2,0,0,522,1,5,17,4,66,80,0,123,1,0,47,98,250,3,9,11,25,0,0,0,164,30,0,67,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,410,0,376,0,0,3,0,0,0,0,5,0,0,0,127,0,0,119,0,24,0,1,0,0,0,0,0,509,1,133,30,16,129,0,0,0,45,0,1,0,2156,3,1,4,0,2,0,212,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,1,0,0,0,0,0,0,0,0,0,0,252,24,0,0,0,0,1,0,27,0,0,200,0,0,0,31,0,0,0,1,144441,363387,2,0,0,220,0,458,249,0,0,1,0
Japan,JPN,6,1,4,12,12,4,0,2,6030,0,30,17967,2226,0,5,51,4,10,0,3099,0,1,0,64,1260,9,53,86189,83,20,2,0,68,0,13873,0,10,20,6,642,611,796,0,163,5,2,131,7,7,43,16,12,1015,0,0,2116,810,71,22,0,1,0,7,14,1,41,343,11760,244,40,0,3,0,16778,20,0,948,5,2,84,2461,66,6,0,18,5,28,30,1020,8,877,2039,4,12,158,12481,0,0,94,0,79,0,110,2324,212,0,10,0,75,67,2,339,6,0,93,165,92,80,4,3821,0,0,4,0,42,0,55,0,2713,77,0,27,126,0,4,78,703,21,13,0,4582,113,31,1569,42,9,30,0,0,766,838,2,45,91,59,300,2486,2407,3675,144,323,215,125,0,0,2,0,0,42,0,0,44,3,0,6,12,7,334,2,0,19,2,569,2023,111,21,30,6,1740,842,16,8248,0,18,4724,1,14,0,45,28,48,961,0,2,0,86,0,35,28849,448625,924,0,8,760,35,24,2,0,420,176,110
Jordan,JOR,10,2,30,0,5,0,0,8,163,0,5,2101,342,0,0,9283,26,2,0,271,0,0,0,0,15,0,0,910,0,78,0,0,0,16,1856,0,0,0,10,138,5,72,0,303,9,0,5,0,20,8,43,33,629,2,3,35,7,7113,1,0,1,0,13,0,0,3,54,11,1,0,1,6,0,9480,0,0,1962,0,0,13,2,1,0,0,0,0,3,37,217,0,1402,11,875,3367,3,4740,0,54,0,0,140,0,0,2,460366,0,0,0,17374,0,0,1544,3,0,5,5,5,2,0,80,0,0,5,0,7,0,0,0,30,0,0,2,0,1,28,0,4,0,0,1,0,23,0,15,11,0,0,0,0,3,49,6310,35,0,6,0,10,100,208,100,19,33,29010,0,0,7,0,0,0,0,0,117818,0,0,0,0,0,29,6,0,1,2,0,32,1,53,0,0,76,114,4456,0,0,31,105,0,0,0,1,6,4,3291,0,0,0,11,0,55475,259,34011,8,0,0,461,1,138,0,0,25051,0,1
Kazakhstan,KAZ,25,4,0,0,0,2,0,0,21,4257,0,1900,39,14921,0,72,13,0,61894,13,0,3,0,0,0,4,3,68,0,182,3,0,2,0,3392,0,0,1,0,5,84,4,0,40,44,0,2,20,13,0,2038,1527,12,0,0,3,2,5,0,0,0,8072,2,0,0,2,57,83,0,0,0,0,14685,18930,29,0,1008,0,0,0,2,0,20,0,0,0,0,1206,598,3,3344,79,6,319,15,92,0,44,2,0,0,0,15,73,299,125534,6,14240,209,3,2,26,0,14391,41,154,40,1,2,3,1,42,13,0,0,4,5,0,4,0,21091,12,529,0,0,42,27,1,0,0,7,0,0,18,0,24,83,0,0,2,5,2,153,0,1,0,6,3,26,5497,5,0,348,16,1825035,0,0,0,0,2,0,62,4,0,2,9,7,0,264,0,0,0,354,6,2,0,0,3,50,56,22,1,27788,0,801,0,39,0,1,0,4,1400,16309,0,0,0,343730,49,481,1458,16,202204,0,93,0,0,0,0,10503,17,66
Kenya,KEN,59,0,0,0,0,12,0,0,6,0,0,4522,12,0,6,0,117,1,0,48,0,26,0,0,2,24,118,29,0,1,32,652,0,1703,12187,0,16,0,262,8,6,4,94,8907,79,0,3,14,3,8,49,4,666,1047,0,67,0,2,0,11,558,0,526,0,5,0,92,198,1,16,29,270,0,802,251,0,380,0,0,47,3,0,4,0,0,0,0,0,52,5,7937,18,0,0,77,238,168,132,8,0,0,0,1,2,0,0,0,0,0,2,0,3,0,0,262,0,227,18,3098,8,3,8,0,0,46,0,1,203,61,0,0,76,0,0,0,31,6,8,3,65,1050,13,15,957,2,21,777,0,0,0,498,1,465,0,2,18,0,5,11,33,133,0,2,0,0,1088,3,0,1,0,2,2,4,0,15,27,30,4,0,0,0,855,12756,2052,6,31590,0,35,520,21,0,0,0,32871,168,0,1,0,2,3,3,4,0,0,0,30995,0,6,121741,17873,0,0,2,3,0,3,0,0,3,436,734
Kiribati,KIR,0,0,0,7,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,34,0,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,0,0,0,2,9,0,0,0,0,0,2,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1001,0,0,2,0,0,0,0,0,2,0,0
Noth Korea,PRK,55,0,0,0,0,0,0,0,201,0,0,0,25,0,5,2,140,0,0,21,0,0,0,0,90,0,1,2322,0,0,0,0,23,0,288,0,0,33,12,369,31900,11,0,67,2,0,13,1,2,0,4,3,177,2,0,0,23,4,0,0,3,0,3,0,0,0,3,259,5,0,0,1,0,826,5,0,21,0,0,0,0,0,0,0,0,0,3,1577,5,0,7482,11,0,0,0,140,0,21,26,0,159,0,0,550504,9,0,0,0,3,2,0,17,0,0,1,9317,1,74,0,102,3,0,0,0,0,0,1,0,18,0,0,0,51,0,0,2,4,0,0,7,0,0,0,1,4,2,5,0,0,0,26,0,186,0,5,0,58,28,4,8,0,0,4,0,0,1,0,0,0,0,0,2,1,0,0,2,7,9,0,0,0,4,0,6,0,43,0,0,15,52,0,0,0,37,110,0,3,0,0,0,3,0,0,0,0,227,0,2,0,6441,27,0,0,931,0,0,0,0,4,0,3
South Korea,KOR,0,0,0,203,7,1,0,0,10077,0,3,19938,1121,0,7,10,0,1,0,452,0,4,1,17,406,5,17,6174,143,16,1,0,31,0,25619,0,2,18,3,660,32282,96,0,89,3,3,93,27,2,5,5,4,7083,0,0,472,74,13,10,0,0,0,4,55,0,49,49,13762,17,6,0,2,0,14690,9,0,434,6,0,8,3591,280,27,0,2,0,32,247,15,4,62,450,0,2,34,3116,0,700574,62,0,44,0,5813,0,42,0,2,0,8,22,0,64,0,0,54,31,53,64,1,1169,0,0,0,0,4,68,14,0,389,4,0,16,495,0,0,27,155,8,16,0,4197,14,11,1753,15,32,111,0,0,2597,4890,0,1,59,49,84,4831,534,766,23,19,22,14,0,0,0,0,0,0,0,0,9,2,0,3,0,15,102,0,0,20,1,1,324,7,12,1,2,7304,283,3,1930,0,10,610,0,52,0,23,3,9,9,0,0,0,63,0,7,30,693692,85,0,9,2988,9,35,0,0,69,10,31
Kuwait,KWT,121,0,13,0,0,0,0,0,0,0,0,888,5,0,0,582,37,0,0,4,0,0,0,0,2,0,0,34,0,34,0,0,0,6,675,0,1,2,4,5,2,11,0,12,0,0,0,4,5,0,12,9,105,0,0,3,0,3000,0,0,0,0,0,0,0,2,16,7,0,0,0,0,0,196,2,0,4,0,0,0,2,0,0,0,0,0,0,17,10,0,16379,4,138,29221,2,26,0,21,151,0,53,0,0,1,0,0,0,0,420,0,0,650,0,0,3,2,3,0,0,37,6,0,0,0,0,31,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,32,0,5,18,0,0,2,24,2985,439,0,0,0,0,4,54,86,19,0,701,0,0,0,0,0,0,0,0,93641,0,0,0,0,0,13,2,0,0,0,0,20,3,20,0,0,47,17,1067,0,0,12,42,0,9,0,0,0,1,1171,0,0,0,4,0,6927,160,9772,0,0,0,8,0,0,0,0,8916,0,2
Kyrgyzstan,KGZ,0,0,0,0,0,0,0,0,0,645,0,438,4,987,0,25,0,0,4792,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,539,0,0,0,0,4,10,0,0,8,8,0,0,4,1,3,207,155,0,0,0,0,0,0,0,0,0,1187,0,0,0,0,2,2,0,0,0,0,1486,317,4,0,21,0,0,0,0,0,4,0,0,0,0,149,23,0,40,15,2,112,0,13,0,5,36,93616,0,0,2,9,105,0,1,2115,76,0,0,4,0,1105,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1846,0,0,0,0,8,5,0,0,0,2,0,0,4,0,5,16,0,0,0,0,0,1,0,5,0,0,0,5,134,0,1,127,2,260914,0,0,0,0,0,0,22,0,0,0,2,0,0,27,0,0,0,43,2,0,0,0,0,13,14,8,0,14926,0,151,0,7,0,0,0,0,491,3755,0,0,0,38745,17,8,293,0,79663,0,2,0,0,0,0,3683,2,8
Laos,LAO,18,0,0,0,10,0,0,0,538,0,0,9360,289,0,0,0,46,0,0,501,0,0,0,0,1,5,0,293,0,0,0,0,141,0,13570,0,0,0,2,13,52,2,0,21,0,0,2,1,0,0,1,0,20,0,0,21,2,12,0,0,0,0,0,0,0,13,0,44832,0,14,0,0,0,1740,13,0,498,1,0,0,11,0,0,0,0,0,0,4,4,4,2457,1501,0,0,33,3364,0,1079,0,0,77,0,9,1,0,0,0,0,0,0,0,58,7,0,53,19,52,1,0,243,0,0,0,0,0,0,0,0,3,1,0,15,0,0,0,0,518,0,4,2,0,0,90,472,0,1,4,0,0,13,57,0,61,3,0,6,4,2,336,19,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,19,0,0,5,0,0,312,0,15,0,0,746,138,0,13,0,12,16940,0,2,0,6,0,8,0,0,0,0,3,0,0,29,188630,3,0,3,70,8,0,0,0,0,0,0
Latvia,LVA,0,3,0,2,0,3,0,0,304,220,0,9038,0,606,0,0,0,0,10496,12,0,0,11,0,1,29,0,110,0,24,0,0,0,0,6887,0,0,0,0,47,2,12,0,0,2,2,0,0,21,0,64,2246,229,0,0,13,3,0,0,0,0,6467,0,0,0,1,303,14,0,20,0,0,902,54620,0,0,17,0,0,0,9,0,0,0,0,0,0,33,812,6,27,0,0,0,216,109,0,0,0,5274,0,0,0,6,0,817,0,0,0,0,0,0,0,12247,111,0,106,0,2,1,0,4,0,0,0,0,2,0,108,0,1024,32,0,0,0,12,0,1,0,0,34,0,5,446,0,0,1,0,0,0,53,0,1,0,2,4,9,13,0,4438,13,0,1,34,99932,0,0,0,0,2,0,0,0,0,40,3,0,0,388,8,1,0,278,19,0,0,0,1,2471,415,0,0,890,0,0,0,1,0,6,0,0,15,964,0,0,0,20965,0,1138,65850,25,3038,0,0,0,0,0,0,2,3,70
Lebanon,LBN,32,8,46,5,13,3,1,48,3651,0,33,66906,929,0,4,2405,82,11,0,1889,0,368,0,0,485,9,7,17867,0,253,358,1,2,49,29043,2,2,293,30,211,10,1533,0,1301,318,6,54,2304,48,57,106,79,8425,5,12,1152,200,8729,6,2,12,0,57,0,0,106,132,36744,235,15,791,27,0,18913,1699,0,4582,1,3,780,86,29,338,20,5,6,18,116,1086,7,4404,24,202,1985,59,8644,0,35,1942,0,433,0,2,7,80917,0,1,0,0,9,2721,11149,10,0,93,15,91,11,3,250,1,133,25,0,51,114,6,0,1351,9,0,27,0,2,43,11,8,3,34,4,2102,132,24,29,9,2758,9519,0,1,104,598,524,109,25,286,19,498,79,8,211,171,240,5552,0,0,29,0,0,2,0,0,39846,603,0,5,5,2079,90,14,0,41,18,292,561,0,166,0,3,14824,592,1143,0,0,95,240,0,812,0,50,32,9,1381,0,2,0,35,0,27426,4559,99437,228,0,23,7572,1,27,10,0,10495,24,89
